"priority","event","emotion","variant","sex","kind","subtitle","audio_path","recording_status","seed_audio_path","seed_source","seed_license"
"P1","contact","controlled","4","Female","pool","Movement ahead!","Voice\Battlefield\Female\contact__controlled 3.ogg","recording_required","","",""
"P1","contact","controlled","4","Male","pool","Movement ahead!","Voice\Battlefield\Male\contact__controlled 3.ogg","recording_required","","",""
"P1","contact","controlled","5","Female","pool","Eyes on enemy!","Voice\Battlefield\Female\contact__controlled 4.ogg","recording_required","","",""
"P1","contact","controlled","5","Male","pool","Eyes on enemy!","Voice\Battlefield\Male\contact__controlled 4.ogg","recording_required","","",""
"P1","contact","controlled","6","Female","pool","Contact, twelve o'clock!","Voice\Battlefield\Female\contact__controlled 5.ogg","recording_required","","",""
"P1","contact","controlled","6","Male","pool","Contact, twelve o'clock!","Voice\Battlefield\Male\contact__controlled 5.ogg","recording_required","","",""
"P1","contact","controlled","7","Female","pool","Target in sight!","Voice\Battlefield\Female\contact__controlled 6.ogg","recording_required","","",""
"P1","contact","controlled","7","Male","pool","Target in sight!","Voice\Battlefield\Male\contact__controlled 6.ogg","recording_required","","",""
"P1","contact","controlled","8","Female","pool","We've got contact!","Voice\Battlefield\Female\contact__controlled 7.ogg","recording_required","","",""
"P1","contact","controlled","8","Male","pool","We've got contact!","Voice\Battlefield\Male\contact__controlled 7.ogg","recording_required","","",""
"P1","contact","controlled","9","Female","pool","Hostiles spotted!","Voice\Battlefield\Female\contact__controlled 8.ogg","recording_required","","",""
"P1","contact","controlled","9","Male","pool","Hostiles spotted!","Voice\Battlefield\Male\contact__controlled 8.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","0","Female","pool","Launcher!","Voice\Battlefield\Female\heavy_weapon__controlled.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","0","Male","pool","Launcher!","Voice\Battlefield\Male\heavy_weapon__controlled.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","1","Female","pool","Heavy weapon!","Voice\Battlefield\Female\heavy_weapon__controlled 0.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","1","Male","pool","Heavy weapon!","Voice\Battlefield\Male\heavy_weapon__controlled 0.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","2","Female","pool","RPG!","Voice\Battlefield\Female\heavy_weapon__controlled 1.ogg","reuse_seed","Female\war_rpg.ogg","Kenney Voiceover Pack","CC0 1.0"
"P1","heavy_weapon","controlled","2","Male","pool","RPG!","Voice\Battlefield\Male\heavy_weapon__controlled 1.ogg","reuse_seed","Male\war_rpg.ogg","Kenney Voiceover Pack","CC0 1.0"
"P1","heavy_weapon","controlled","3","Female","pool","Fire the launcher!","Voice\Battlefield\Female\heavy_weapon__controlled 2.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","3","Male","pool","Fire the launcher!","Voice\Battlefield\Male\heavy_weapon__controlled 2.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","4","Female","pool","Rocket, down!","Voice\Battlefield\Female\heavy_weapon__controlled 3.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","4","Male","pool","Rocket, down!","Voice\Battlefield\Male\heavy_weapon__controlled 3.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","5","Female","pool","Heavy shot!","Voice\Battlefield\Female\heavy_weapon__controlled 4.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","5","Male","pool","Heavy shot!","Voice\Battlefield\Male\heavy_weapon__controlled 4.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","6","Female","pool","Watch the launcher!","Voice\Battlefield\Female\heavy_weapon__controlled 5.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","6","Male","pool","Watch the launcher!","Voice\Battlefield\Male\heavy_weapon__controlled 5.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","7","Female","pool","Clear the backblast!","Voice\Battlefield\Female\heavy_weapon__controlled 6.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","7","Male","pool","Clear the backblast!","Voice\Battlefield\Male\heavy_weapon__controlled 6.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","8","Female","pool","Rocket out!","Voice\Battlefield\Female\heavy_weapon__controlled 7.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","8","Male","pool","Rocket out!","Voice\Battlefield\Male\heavy_weapon__controlled 7.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","9","Female","pool","Heavy weapon firing!","Voice\Battlefield\Female\heavy_weapon__controlled 8.ogg","recording_required","","",""
"P1","heavy_weapon","controlled","9","Male","pool","Heavy weapon firing!","Voice\Battlefield\Male\heavy_weapon__controlled 8.ogg","recording_required","","",""
"P1","reload","controlled","0","Female","pool","Reloading!","Voice\Battlefield\Female\reload__controlled.ogg","reuse_seed","Female\war_reloading.ogg","Kenney Voiceover Pack","CC0 1.0"
"P1","reload","controlled","0","Male","pool","Reloading!","Voice\Battlefield\Male\reload__controlled.ogg","reuse_seed","Male\war_reloading.ogg","Kenney Voiceover Pack","CC0 1.0"
"P1","reload","controlled","1","Female","pool","Cover me, reloading!","Voice\Battlefield\Female\reload__controlled 0.ogg","recording_required","","",""
"P1","reload","controlled","1","Male","pool","Cover me, reloading!","Voice\Battlefield\Male\reload__controlled 0.ogg","recording_required","","",""
"P1","reload","controlled","2","Female","pool","Changing magazine!","Voice\Battlefield\Female\reload__controlled 1.ogg","recording_required","","",""
"P1","reload","controlled","2","Male","pool","Changing magazine!","Voice\Battlefield\Male\reload__controlled 1.ogg","recording_required","","",""
"P1","reload","controlled","3","Female","pool","Reload!","Voice\Battlefield\Female\reload__controlled 2.ogg","recording_required","","",""
"P1","reload","controlled","3","Male","pool","Reload!","Voice\Battlefield\Male\reload__controlled 2.ogg","recording_required","","",""
"P1","reload","controlled","4","Female","pool","I'm reloading!","Voice\Battlefield\Female\reload__controlled 3.ogg","recording_required","","",""
"P1","reload","controlled","4","Male","pool","I'm reloading!","Voice\Battlefield\Male\reload__controlled 3.ogg","recording_required","","",""
"P1","reload","controlled","5","Female","pool","Cover while I reload!","Voice\Battlefield\Female\reload__controlled 4.ogg","recording_required","","",""
"P1","reload","controlled","5","Male","pool","Cover while I reload!","Voice\Battlefield\Male\reload__controlled 4.ogg","recording_required","","",""
"P1","reload","controlled","6","Female","pool","New mag!","Voice\Battlefield\Female\reload__controlled 5.ogg","recording_required","","",""
"P1","reload","controlled","6","Male","pool","New mag!","Voice\Battlefield\Male\reload__controlled 5.ogg","recording_required","","",""
"P1","reload","controlled","7","Female","pool","One second, reloading!","Voice\Battlefield\Female\reload__controlled 6.ogg","recording_required","","",""
"P1","reload","controlled","7","Male","pool","One second, reloading!","Voice\Battlefield\Male\reload__controlled 6.ogg","recording_required","","",""
"P1","reload","controlled","8","Female","pool","Watch me, reloading!","Voice\Battlefield\Female\reload__controlled 7.ogg","recording_required","","",""
"P1","reload","controlled","8","Male","pool","Watch me, reloading!","Voice\Battlefield\Male\reload__controlled 7.ogg","recording_required","","",""
"P1","reload","controlled","9","Female","pool","Weapon empty, reloading!","Voice\Battlefield\Female\reload__controlled 8.ogg","recording_required","","",""
"P1","reload","controlled","9","Male","pool","Weapon empty, reloading!","Voice\Battlefield\Male\reload__controlled 8.ogg","recording_required","","",""
"P1","smoke","controlled","0","Female","pool","Smoke out!","Voice\Battlefield\Female\smoke__controlled.ogg","recording_required","","",""
"P1","smoke","controlled","0","Male","pool","Smoke out!","Voice\Battlefield\Male\smoke__controlled.ogg","recording_required","","",""
"P1","smoke","controlled","1","Female","pool","Smoke that position!","Voice\Battlefield\Female\smoke__controlled 0.ogg","recording_required","","",""
"P1","smoke","controlled","1","Male","pool","Smoke that position!","Voice\Battlefield\Male\smoke__controlled 0.ogg","recording_required","","",""
"P1","smoke","controlled","2","Female","pool","Put smoke down!","Voice\Battlefield\Female\smoke__controlled 1.ogg","recording_required","","",""
"P1","smoke","controlled","2","Male","pool","Put smoke down!","Voice\Battlefield\Male\smoke__controlled 1.ogg","recording_required","","",""
"P1","smoke","controlled","3","Female","pool","Smoke, move!","Voice\Battlefield\Female\smoke__controlled 2.ogg","recording_required","","",""
"P1","smoke","controlled","3","Male","pool","Smoke, move!","Voice\Battlefield\Male\smoke__controlled 2.ogg","recording_required","","",""
"P1","smoke","controlled","4","Female","pool","Cover them with smoke!","Voice\Battlefield\Female\smoke__controlled 3.ogg","recording_required","","",""
"P1","smoke","controlled","4","Male","pool","Cover them with smoke!","Voice\Battlefield\Male\smoke__controlled 3.ogg","recording_required","","",""
"P1","smoke","controlled","5","Female","pool","Screen that area!","Voice\Battlefield\Female\smoke__controlled 4.ogg","recording_required","","",""
"P1","smoke","controlled","5","Male","pool","Screen that area!","Voice\Battlefield\Male\smoke__controlled 4.ogg","recording_required","","",""
"P1","smoke","controlled","6","Female","pool","Smoke the approach!","Voice\Battlefield\Female\smoke__controlled 5.ogg","recording_required","","",""
"P1","smoke","controlled","6","Male","pool","Smoke the approach!","Voice\Battlefield\Male\smoke__controlled 5.ogg","recording_required","","",""
"P1","smoke","controlled","7","Female","pool","Get smoke in there!","Voice\Battlefield\Female\smoke__controlled 6.ogg","recording_required","","",""
"P1","smoke","controlled","7","Male","pool","Get smoke in there!","Voice\Battlefield\Male\smoke__controlled 6.ogg","recording_required","","",""
"P1","smoke","controlled","8","Female","pool","Smoke between us!","Voice\Battlefield\Female\smoke__controlled 7.ogg","recording_required","","",""
"P1","smoke","controlled","8","Male","pool","Smoke between us!","Voice\Battlefield\Male\smoke__controlled 7.ogg","recording_required","","",""
"P1","smoke","controlled","9","Female","pool","Use the smoke!","Voice\Battlefield\Female\smoke__controlled 8.ogg","recording_required","","",""
"P1","smoke","controlled","9","Male","pool","Use the smoke!","Voice\Battlefield\Male\smoke__controlled 8.ogg","recording_required","","",""
"P1","suppress","angry","0","Female","emotional_override","Keep their heads down!","Voice\Battlefield\Female\suppress__angry.ogg","recording_required","","",""
"P1","suppress","angry","0","Male","emotional_override","Keep their heads down!","Voice\Battlefield\Male\suppress__angry.ogg","recording_required","","",""
"P1","suppress","controlled","0","Female","pool","Suppressing fire!","Voice\Battlefield\Female\suppress__controlled.ogg","reuse_seed","Female\war_supressing_fire.ogg","Kenney Voiceover Pack","CC0 1.0"
"P1","suppress","controlled","0","Male","pool","Suppressing fire!","Voice\Battlefield\Male\suppress__controlled.ogg","reuse_seed","Male\war_suppressing_fire.ogg","Kenney Voiceover Pack","CC0 1.0"
"P1","suppress","controlled","1","Female","pool","Keep their heads down!","Voice\Battlefield\Female\suppress__controlled 0.ogg","recording_required","","",""
"P1","suppress","controlled","1","Male","pool","Keep their heads down!","Voice\Battlefield\Male\suppress__controlled 0.ogg","recording_required","","",""
"P1","suppress","controlled","2","Female","pool","Pin them!","Voice\Battlefield\Female\suppress__controlled 1.ogg","recording_required","","",""
"P1","suppress","controlled","2","Male","pool","Pin them!","Voice\Battlefield\Male\suppress__controlled 1.ogg","recording_required","","",""
"P1","suppress","controlled","3","Female","pool","Covering fire!","Voice\Battlefield\Female\suppress__controlled 2.ogg","recording_required","","",""
"P1","suppress","controlled","3","Male","pool","Covering fire!","Voice\Battlefield\Male\suppress__controlled 2.ogg","recording_required","","",""
"P1","suppress","controlled","4","Female","pool","Pour it on!","Voice\Battlefield\Female\suppress__controlled 3.ogg","recording_required","","",""
"P1","suppress","controlled","4","Male","pool","Pour it on!","Voice\Battlefield\Male\suppress__controlled 3.ogg","recording_required","","",""
"P1","suppress","controlled","5","Female","pool","Hold them down!","Voice\Battlefield\Female\suppress__controlled 4.ogg","recording_required","","",""
"P1","suppress","controlled","5","Male","pool","Hold them down!","Voice\Battlefield\Male\suppress__controlled 4.ogg","recording_required","","",""
"P1","suppress","controlled","6","Female","pool","Suppress that position!","Voice\Battlefield\Female\suppress__controlled 5.ogg","recording_required","","",""
"P1","suppress","controlled","6","Male","pool","Suppress that position!","Voice\Battlefield\Male\suppress__controlled 5.ogg","recording_required","","",""
"P1","suppress","controlled","7","Female","pool","Fire on their cover!","Voice\Battlefield\Female\suppress__controlled 6.ogg","recording_required","","",""
"P1","suppress","controlled","7","Male","pool","Fire on their cover!","Voice\Battlefield\Male\suppress__controlled 6.ogg","recording_required","","",""
"P1","suppress","controlled","8","Female","pool","Don't let them move!","Voice\Battlefield\Female\suppress__controlled 7.ogg","recording_required","","",""
"P1","suppress","controlled","8","Male","pool","Don't let them move!","Voice\Battlefield\Male\suppress__controlled 7.ogg","recording_required","","",""
"P1","suppress","controlled","9","Female","pool","Keep firing!","Voice\Battlefield\Female\suppress__controlled 8.ogg","recording_required","","",""
"P1","suppress","controlled","9","Male","pool","Keep firing!","Voice\Battlefield\Male\suppress__controlled 8.ogg","recording_required","","",""
"P1","target_down","angry","0","Female","emotional_override","Got one!","Voice\Battlefield\Female\target_down__angry.ogg","recording_required","","",""
"P1","target_down","angry","0","Male","emotional_override","Got one!","Voice\Battlefield\Male\target_down__angry.ogg","recording_required","","",""
"P1","target_down","controlled","0","Female","pool","Target down!","Voice\Battlefield\Female\target_down__controlled.ogg","recording_required","","",""
"P1","target_down","controlled","0","Male","pool","Target down!","Voice\Battlefield\Male\target_down__controlled.ogg","recording_required","","",""
"P1","target_down","controlled","1","Female","pool","He's down!","Voice\Battlefield\Female\target_down__controlled 0.ogg","recording_required","","",""
"P1","target_down","controlled","1","Male","pool","He's down!","Voice\Battlefield\Male\target_down__controlled 0.ogg","recording_required","","",""
"P1","target_down","controlled","2","Female","pool","One less!","Voice\Battlefield\Female\target_down__controlled 1.ogg","recording_required","","",""
"P1","target_down","controlled","2","Male","pool","One less!","Voice\Battlefield\Male\target_down__controlled 1.ogg","recording_required","","",""
"P1","target_down","controlled","3","Female","pool","Enemy down!","Voice\Battlefield\Female\target_down__controlled 2.ogg","recording_required","","",""
"P1","target_down","controlled","3","Male","pool","Enemy down!","Voice\Battlefield\Male\target_down__controlled 2.ogg","recording_required","","",""
"P1","target_down","controlled","4","Female","pool","One down!","Voice\Battlefield\Female\target_down__controlled 3.ogg","recording_required","","",""
"P1","target_down","controlled","4","Male","pool","One down!","Voice\Battlefield\Male\target_down__controlled 3.ogg","recording_required","","",""
"P1","target_down","controlled","5","Female","pool","Got him!","Voice\Battlefield\Female\target_down__controlled 4.ogg","recording_required","","",""
"P1","target_down","controlled","5","Male","pool","Got him!","Voice\Battlefield\Male\target_down__controlled 4.ogg","recording_required","","",""
"P1","target_down","controlled","6","Female","pool","Target out!","Voice\Battlefield\Female\target_down__controlled 5.ogg","recording_required","","",""
"P1","target_down","controlled","6","Male","pool","Target out!","Voice\Battlefield\Male\target_down__controlled 5.ogg","recording_required","","",""
"P1","target_down","controlled","7","Female","pool","He's out!","Voice\Battlefield\Female\target_down__controlled 6.ogg","recording_required","","",""
"P1","target_down","controlled","7","Male","pool","He's out!","Voice\Battlefield\Male\target_down__controlled 6.ogg","recording_required","","",""
"P1","target_down","controlled","8","Female","pool","That one dropped!","Voice\Battlefield\Female\target_down__controlled 7.ogg","recording_required","","",""
"P1","target_down","controlled","8","Male","pool","That one dropped!","Voice\Battlefield\Male\target_down__controlled 7.ogg","recording_required","","",""
"P1","target_down","controlled","9","Female","pool","Hostile down!","Voice\Battlefield\Female\target_down__controlled 8.ogg","recording_required","","",""
"P1","target_down","controlled","9","Male","pool","Hostile down!","Voice\Battlefield\Male\target_down__controlled 8.ogg","recording_required","","",""
"P1","vehicle","controlled","0","Female","pool","Vehicle!","Voice\Battlefield\Female\vehicle__controlled.ogg","recording_required","","",""
"P1","vehicle","controlled","0","Male","pool","Vehicle!","Voice\Battlefield\Male\vehicle__controlled.ogg","recording_required","","",""
"P1","vehicle","controlled","1","Female","pool","Armored vehicle!","Voice\Battlefield\Female\vehicle__controlled 0.ogg","recording_required","","",""
"P1","vehicle","controlled","1","Male","pool","Armored vehicle!","Voice\Battlefield\Male\vehicle__controlled 0.ogg","recording_required","","",""
"P1","vehicle","controlled","2","Female","pool","Tank!","Voice\Battlefield\Female\vehicle__controlled 1.ogg","recording_required","","",""
"P1","vehicle","controlled","2","Male","pool","Tank!","Voice\Battlefield\Male\vehicle__controlled 1.ogg","recording_required","","",""
"P1","vehicle","controlled","3","Female","pool","Tank, take cover!","Voice\Battlefield\Female\vehicle__controlled 2.ogg","recording_required","","",""
"P1","vehicle","controlled","3","Male","pool","Tank, take cover!","Voice\Battlefield\Male\vehicle__controlled 2.ogg","recording_required","","",""
"P1","vehicle","controlled","4","Female","pool","Armor front!","Voice\Battlefield\Female\vehicle__controlled 3.ogg","recording_required","","",""
"P1","vehicle","controlled","4","Male","pool","Armor front!","Voice\Battlefield\Male\vehicle__controlled 3.ogg","recording_required","","",""
"P1","vehicle","controlled","5","Female","pool","Watch the vehicle!","Voice\Battlefield\Female\vehicle__controlled 4.ogg","recording_required","","",""
"P1","vehicle","controlled","5","Male","pool","Watch the vehicle!","Voice\Battlefield\Male\vehicle__controlled 4.ogg","recording_required","","",""
"P1","vehicle","controlled","6","Female","pool","Heavy vehicle!","Voice\Battlefield\Female\vehicle__controlled 5.ogg","recording_required","","",""
"P1","vehicle","controlled","6","Male","pool","Heavy vehicle!","Voice\Battlefield\Male\vehicle__controlled 5.ogg","recording_required","","",""
"P1","vehicle","controlled","7","Female","pool","Tank in sight!","Voice\Battlefield\Female\vehicle__controlled 6.ogg","recording_required","","",""
"P1","vehicle","controlled","7","Male","pool","Tank in sight!","Voice\Battlefield\Male\vehicle__controlled 6.ogg","recording_required","","",""
"P1","vehicle","controlled","8","Female","pool","Armor, get down!","Voice\Battlefield\Female\vehicle__controlled 7.ogg","recording_required","","",""
"P1","vehicle","controlled","8","Male","pool","Armor, get down!","Voice\Battlefield\Male\vehicle__controlled 7.ogg","recording_required","","",""
"P1","vehicle","controlled","9","Female","pool","Vehicle contact!","Voice\Battlefield\Female\vehicle__controlled 8.ogg","recording_required","","",""
"P1","vehicle","controlled","9","Male","pool","Vehicle contact!","Voice\Battlefield\Male\vehicle__controlled 8.ogg","recording_required","","",""
"P2","advance","controlled","0","Female","pool","Move up!","Voice\Battlefield\Female\advance__controlled.ogg","recording_required","","",""
"P2","advance","controlled","0","Male","pool","Move up!","Voice\Battlefield\Male\advance__controlled.ogg","recording_required","","",""
"P2","advance","controlled","1","Female","pool","Forward!","Voice\Battlefield\Female\advance__controlled 0.ogg","recording_required","","",""
"P2","advance","controlled","1","Male","pool","Forward!","Voice\Battlefield\Male\advance__controlled 0.ogg","recording_required","","",""
"P2","advance","controlled","2","Female","pool","Push!","Voice\Battlefield\Female\advance__controlled 1.ogg","recording_required","","",""
"P2","advance","controlled","2","Male","pool","Push!","Voice\Battlefield\Male\advance__controlled 1.ogg","recording_required","","",""
"P2","advance","controlled","3","Female","pool","Keep moving!","Voice\Battlefield\Female\advance__controlled 2.ogg","recording_required","","",""
"P2","advance","controlled","3","Male","pool","Keep moving!","Voice\Battlefield\Male\advance__controlled 2.ogg","recording_required","","",""
"P2","advance","controlled","4","Female","pool","Advance!","Voice\Battlefield\Female\advance__controlled 3.ogg","recording_required","","",""
"P2","advance","controlled","4","Male","pool","Advance!","Voice\Battlefield\Male\advance__controlled 3.ogg","recording_required","","",""
"P2","advance","controlled","5","Female","pool","Close the distance!","Voice\Battlefield\Female\advance__controlled 4.ogg","recording_required","","",""
"P2","advance","controlled","5","Male","pool","Close the distance!","Voice\Battlefield\Male\advance__controlled 4.ogg","recording_required","","",""
"P2","advance","controlled","6","Female","pool","Go, go!","Voice\Battlefield\Female\advance__controlled 5.ogg","recording_required","","",""
"P2","advance","controlled","6","Male","pool","Go, go!","Voice\Battlefield\Male\advance__controlled 5.ogg","recording_required","","",""
"P2","advance","controlled","7","Female","pool","Keep the pressure on!","Voice\Battlefield\Female\advance__controlled 6.ogg","recording_required","","",""
"P2","advance","controlled","7","Male","pool","Keep the pressure on!","Voice\Battlefield\Male\advance__controlled 6.ogg","recording_required","","",""
"P2","advance","controlled","8","Female","pool","Up and move!","Voice\Battlefield\Female\advance__controlled 7.ogg","recording_required","","",""
"P2","advance","controlled","8","Male","pool","Up and move!","Voice\Battlefield\Male\advance__controlled 7.ogg","recording_required","","",""
"P2","advance","controlled","9","Female","pool","Push forward!","Voice\Battlefield\Female\advance__controlled 8.ogg","recording_required","","",""
"P2","advance","controlled","9","Male","pool","Push forward!","Voice\Battlefield\Male\advance__controlled 8.ogg","recording_required","","",""
"P2","flank_left","controlled","0","Female","pool","Flank left!","Voice\Battlefield\Female\flank_left__controlled.ogg","recording_required","","",""
"P2","flank_left","controlled","0","Male","pool","Flank left!","Voice\Battlefield\Male\flank_left__controlled.ogg","recording_required","","",""
"P2","flank_left","controlled","1","Female","pool","Move left!","Voice\Battlefield\Female\flank_left__controlled 0.ogg","recording_required","","",""
"P2","flank_left","controlled","1","Male","pool","Move left!","Voice\Battlefield\Male\flank_left__controlled 0.ogg","recording_required","","",""
"P2","flank_left","controlled","2","Female","pool","Get around them on the left!","Voice\Battlefield\Female\flank_left__controlled 1.ogg","recording_required","","",""
"P2","flank_left","controlled","2","Male","pool","Get around them on the left!","Voice\Battlefield\Male\flank_left__controlled 1.ogg","recording_required","","",""
"P2","flank_left","controlled","3","Female","pool","Left side, move!","Voice\Battlefield\Female\flank_left__controlled 2.ogg","recording_required","","",""
"P2","flank_left","controlled","3","Male","pool","Left side, move!","Voice\Battlefield\Male\flank_left__controlled 2.ogg","recording_required","","",""
"P2","flank_left","controlled","4","Female","pool","Work the left!","Voice\Battlefield\Female\flank_left__controlled 3.ogg","recording_required","","",""
"P2","flank_left","controlled","4","Male","pool","Work the left!","Voice\Battlefield\Male\flank_left__controlled 3.ogg","recording_required","","",""
"P2","flank_left","controlled","5","Female","pool","Push their left flank!","Voice\Battlefield\Female\flank_left__controlled 4.ogg","recording_required","","",""
"P2","flank_left","controlled","5","Male","pool","Push their left flank!","Voice\Battlefield\Male\flank_left__controlled 4.ogg","recording_required","","",""
"P2","flank_left","controlled","6","Female","pool","Go around left!","Voice\Battlefield\Female\flank_left__controlled 5.ogg","recording_required","","",""
"P2","flank_left","controlled","6","Male","pool","Go around left!","Voice\Battlefield\Male\flank_left__controlled 5.ogg","recording_required","","",""
"P2","flank_left","controlled","7","Female","pool","Take the left!","Voice\Battlefield\Female\flank_left__controlled 6.ogg","recording_required","","",""
"P2","flank_left","controlled","7","Male","pool","Take the left!","Voice\Battlefield\Male\flank_left__controlled 6.ogg","recording_required","","",""
"P2","flank_left","controlled","8","Female","pool","Left flank, now!","Voice\Battlefield\Female\flank_left__controlled 7.ogg","recording_required","","",""
"P2","flank_left","controlled","8","Male","pool","Left flank, now!","Voice\Battlefield\Male\flank_left__controlled 7.ogg","recording_required","","",""
"P2","flank_left","controlled","9","Female","pool","Swing left!","Voice\Battlefield\Female\flank_left__controlled 8.ogg","recording_required","","",""
"P2","flank_left","controlled","9","Male","pool","Swing left!","Voice\Battlefield\Male\flank_left__controlled 8.ogg","recording_required","","",""
"P2","flank_right","controlled","0","Female","pool","Flank right!","Voice\Battlefield\Female\flank_right__controlled.ogg","recording_required","","",""
"P2","flank_right","controlled","0","Male","pool","Flank right!","Voice\Battlefield\Male\flank_right__controlled.ogg","recording_required","","",""
"P2","flank_right","controlled","1","Female","pool","Move right!","Voice\Battlefield\Female\flank_right__controlled 0.ogg","recording_required","","",""
"P2","flank_right","controlled","1","Male","pool","Move right!","Voice\Battlefield\Male\flank_right__controlled 0.ogg","recording_required","","",""
"P2","flank_right","controlled","2","Female","pool","Get around them on the right!","Voice\Battlefield\Female\flank_right__controlled 1.ogg","recording_required","","",""
"P2","flank_right","controlled","2","Male","pool","Get around them on the right!","Voice\Battlefield\Male\flank_right__controlled 1.ogg","recording_required","","",""
"P2","flank_right","controlled","3","Female","pool","Right side, move!","Voice\Battlefield\Female\flank_right__controlled 2.ogg","recording_required","","",""
"P2","flank_right","controlled","3","Male","pool","Right side, move!","Voice\Battlefield\Male\flank_right__controlled 2.ogg","recording_required","","",""
"P2","flank_right","controlled","4","Female","pool","Work the right!","Voice\Battlefield\Female\flank_right__controlled 3.ogg","recording_required","","",""
"P2","flank_right","controlled","4","Male","pool","Work the right!","Voice\Battlefield\Male\flank_right__controlled 3.ogg","recording_required","","",""
"P2","flank_right","controlled","5","Female","pool","Push their right flank!","Voice\Battlefield\Female\flank_right__controlled 4.ogg","recording_required","","",""
"P2","flank_right","controlled","5","Male","pool","Push their right flank!","Voice\Battlefield\Male\flank_right__controlled 4.ogg","recording_required","","",""
"P2","flank_right","controlled","6","Female","pool","Go around right!","Voice\Battlefield\Female\flank_right__controlled 5.ogg","recording_required","","",""
"P2","flank_right","controlled","6","Male","pool","Go around right!","Voice\Battlefield\Male\flank_right__controlled 5.ogg","recording_required","","",""
"P2","flank_right","controlled","7","Female","pool","Take the right!","Voice\Battlefield\Female\flank_right__controlled 6.ogg","recording_required","","",""
"P2","flank_right","controlled","7","Male","pool","Take the right!","Voice\Battlefield\Male\flank_right__controlled 6.ogg","recording_required","","",""
"P2","flank_right","controlled","8","Female","pool","Right flank, now!","Voice\Battlefield\Female\flank_right__controlled 7.ogg","recording_required","","",""
"P2","flank_right","controlled","8","Male","pool","Right flank, now!","Voice\Battlefield\Male\flank_right__controlled 7.ogg","recording_required","","",""
"P2","flank_right","controlled","9","Female","pool","Swing right!","Voice\Battlefield\Female\flank_right__controlled 8.ogg","recording_required","","",""
"P2","flank_right","controlled","9","Male","pool","Swing right!","Voice\Battlefield\Male\flank_right__controlled 8.ogg","recording_required","","",""
"P2","hold","controlled","0","Female","pool","Hold!","Voice\Battlefield\Female\hold__controlled.ogg","reuse_seed","Female\war_hold.ogg","Kenney Voiceover Pack","CC0 1.0"
"P2","hold","controlled","0","Male","pool","Hold!","Voice\Battlefield\Male\hold__controlled.ogg","reuse_seed","Male\hold.ogg","Kenney Voiceover Pack","CC0 1.0"
"P2","hold","controlled","1","Female","pool","Hold here!","Voice\Battlefield\Female\hold__controlled 0.ogg","recording_required","","",""
"P2","hold","controlled","1","Male","pool","Hold here!","Voice\Battlefield\Male\hold__controlled 0.ogg","recording_required","","",""
"P2","hold","controlled","2","Female","pool","Stay put!","Voice\Battlefield\Female\hold__controlled 1.ogg","recording_required","","",""
"P2","hold","controlled","2","Male","pool","Stay put!","Voice\Battlefield\Male\hold__controlled 1.ogg","recording_required","","",""
"P2","hold","controlled","3","Female","pool","Hold this position!","Voice\Battlefield\Female\hold__controlled 2.ogg","recording_required","","",""
"P2","hold","controlled","3","Male","pool","Hold this position!","Voice\Battlefield\Male\hold__controlled 2.ogg","recording_required","","",""
"P2","hold","controlled","4","Female","pool","Hold the line!","Voice\Battlefield\Female\hold__controlled 3.ogg","recording_required","","",""
"P2","hold","controlled","4","Male","pool","Hold the line!","Voice\Battlefield\Male\hold__controlled 3.ogg","recording_required","","",""
"P2","hold","controlled","5","Female","pool","Don't move yet!","Voice\Battlefield\Female\hold__controlled 4.ogg","recording_required","","",""
"P2","hold","controlled","5","Male","pool","Don't move yet!","Voice\Battlefield\Male\hold__controlled 4.ogg","recording_required","","",""
"P2","hold","controlled","6","Female","pool","Stand by!","Voice\Battlefield\Female\hold__controlled 5.ogg","recording_required","","",""
"P2","hold","controlled","6","Male","pool","Stand by!","Voice\Battlefield\Male\hold__controlled 5.ogg","recording_required","","",""
"P2","hold","controlled","7","Female","pool","Wait!","Voice\Battlefield\Female\hold__controlled 6.ogg","recording_required","","",""
"P2","hold","controlled","7","Male","pool","Wait!","Voice\Battlefield\Male\hold__controlled 6.ogg","recording_required","","",""
"P2","hold","controlled","8","Female","pool","Maintain position!","Voice\Battlefield\Female\hold__controlled 7.ogg","recording_required","","",""
"P2","hold","controlled","8","Male","pool","Maintain position!","Voice\Battlefield\Male\hold__controlled 7.ogg","recording_required","","",""
